조사일,상품명,업태,평균판매가격
2024-12-20,닥터유 에너지바(4개입),대형마트,4320
2024-12-20,닥터유 에너지바(4개입),백화점,4386
2024-12-20,닥터유 에너지바(4개입),기업형슈퍼,3953
2024-12-20,닥터유 에너지바(4개입),편의점,4000
2024-12-20,켈로그 레드베리 에너지바(4개입),대형마트,4680
2024-12-20,켈로그 레드베리 에너지바(4개입),백화점,4700
2024-12-20,켈로그 레드베리 에너지바(4개입),기업형슈퍼,4680
2024-12-20,자유시간(36g),대형마트,980
2024-12-20,자유시간(36g),백화점,1490
2024-12-20,자유시간(36g),기업형슈퍼,1044
2024-12-20,자유시간(36g),편의점,1200
2024-12-20,자유시간(5개입),대형마트,4880
2024-12-20,자유시간(5개입),백화점,4500
2024-12-20,자유시간(5개입),기업형슈퍼,4980
2024-12-20,자유시간(5개입),편의점,2970
2024-12-20,핫브레이크 미니(715g),대형마트,13920
2024-12-20,핫브레이크 미니(715g),편의점,17400
2024-12-20,롯데 핫식스(250ml),백화점,1390
2024-12-20,롯데 핫식스(250ml),기업형슈퍼,971
2024-12-20,롯데 핫식스(250ml),편의점,1600
2024-12-20,레드불 에너지 드링크(250ml),대형마트,2280
2024-12-20,레드불 에너지 드링크(250ml),백화점,2605
2024-12-20,레드불 에너지 드링크(250ml),기업형슈퍼,2375
2024-12-20,레드불 에너지 드링크(250ml),편의점,2400
2024-12-20,몬스터 에너지(355ml),대형마트,2180
2024-12-20,몬스터 에너지(355ml),백화점,2430
2024-12-20,몬스터 에너지(355ml),기업형슈퍼,2446
2024-12-20,몬스터 에너지(355ml),편의점,2300
2024-12-20,깻잎(100g),대형마트,2607
2024-12-20,깻잎(100g),백화점,5612
2024-12-20,깻잎(100g),기업형슈퍼,4858
2024-12-20,깻잎(100g),편의점,7894
2024-12-20,적상추(100g),대형마트,1060
2024-12-20,적상추(100g),백화점,2127
2024-12-20,적상추(100g),기업형슈퍼,1976
2024-12-20,적상추(100g),편의점,1600
2024-12-20,양배추,대형마트,4555
2024-12-20,양배추,백화점,3250
2024-12-20,양배추,기업형슈퍼,4835
2024-12-20,쪽파(흙쪽파),대형마트,1288
2024-12-20,쪽파(흙쪽파),백화점,2784
2024-12-20,쪽파(흙쪽파),기업형슈퍼,2600
2024-12-20,홈키파 수성 에어졸(500ml),대형마트,4740
2024-12-20,홈키파 수성 에어졸(500ml),백화점,7300
2024-12-20,홈키파 수성 에어졸(500ml),기업형슈퍼,6900
2024-12-20,홈키파 수성 에어졸(500ml),편의점,8900
2024-12-20,컴배트 스피드 에어졸(500ml),대형마트,6900
2024-12-20,컴배트 스피드 에어졸(500ml),백화점,5655
2024-12-20,컴배트 스피드 에어졸(500ml),기업형슈퍼,6977
2024-12-20,컴배트 스피드 에어졸(500ml),편의점,7500
2024-12-20,에프킬라 에어로졸 무향(500ml),대형마트,5470
2024-12-20,에프킬라 에어로졸 무향(500ml),백화점,8400
2024-12-20,에프킬라 에어로졸 무향(500ml),기업형슈퍼,6100
2024-12-20,에프킬라 에어로졸 무향(500ml),편의점,8700
2024-12-20,오랄비 크로스액션(3개입),대형마트,11900
2024-12-20,오랄비 크로스액션(3개입),백화점,10809
2024-12-20,오랄비 크로스액션(3개입),기업형슈퍼,11900
2024-12-20,롯데 월드콘 바닐라(160ml),백화점,1000
2024-12-20,롯데 월드콘 바닐라(160ml),기업형슈퍼,1495
2024-12-20,롯데 월드콘 바닐라(160ml),편의점,1800
2024-12-20,펩시콜라(1.8L),대형마트,3180
2024-12-20,펩시콜라(1.8L),백화점,2500
2024-12-20,펩시콜라(1.8L),기업형슈퍼,2680
2024-12-20,풀무원 동물복지 목초란(대란 10개),대형마트,6985
2024-12-20,풀무원 동물복지 목초란(대란 10개),백화점,6880
2024-12-20,풀무원 동물복지 목초란(대란 10개),기업형슈퍼,6980
2024-12-20,풀무원 동물복지 목초란(대란 10개),편의점,7900
2024-12-20,목초를 먹고 자란 건강한 닭이 낳은 달걀(대란 15개),대형마트,8880
2024-12-20,목초를 먹고 자란 건강한 닭이 낳은 달걀(대란 15개),백화점,8826
2024-12-20,목초를 먹고 자란 건강한 닭이 낳은 달걀(대란 15개),기업형슈퍼,7741
2024-12-20,CJ 1+등급 건강란(대란 15개),기업형슈퍼,8980
2024-12-20,오리온 통아몬드 캔디(90g),대형마트,1580
2024-12-20,오리온 통아몬드 캔디(90g),백화점,1800
2024-12-20,오리온 통아몬드 캔디(90g),기업형슈퍼,1644
2024-12-20,오리온 통아몬드 캔디(90g),편의점,2000
2024-12-20,피죤 습기제로(8개입),백화점,9945
2024-12-20,피죤 습기제로(8개입),기업형슈퍼,9900
2024-12-20,청정원 카레여왕 구운마늘&양파(108g),대형마트,3480
2024-12-20,청정원 카레여왕 구운마늘&양파(108g),백화점,4732
2024-12-20,청정원 카레여왕 구운마늘&양파(108g),기업형슈퍼,4640
2024-12-20,청정원 카레여왕 구운마늘&양파(108g),편의점,4100
2024-12-20,돼지고기 목살(100g),대형마트,2448
2024-12-20,돼지고기 목살(100g),백화점,4608
2024-12-20,돼지고기 목살(100g),기업형슈퍼,3369
2024-12-20,돼지고기 목살(100g),편의점,3966
2024-12-20,부세(200~400g),대형마트,5140
2024-12-20,투게더 오리지널 바닐라(900ml),대형마트,6500
2024-12-20,투게더 오리지널 바닐라(900ml),백화점,5683
2024-12-20,투게더 오리지널 바닐라(900ml),기업형슈퍼,7182
2024-12-20,투게더 오리지널 바닐라(900ml),편의점,9800
2024-12-20,양반 들기름김 올리브김 복합기획(16팩),백화점,7512
2024-12-20,양반 들기름김 올리브김 복합기획(16팩),기업형슈퍼,7480
2024-12-20,들기름 재래 도시락김(12팩),백화점,7442
2024-12-20,들기름 재래 도시락김(12팩),기업형슈퍼,9898
2024-12-20,백설 콩기름(1.5L),대형마트,7400
2024-12-20,백설 콩기름(1.5L),백화점,7490
2024-12-20,백설 콩기름(1.5L),편의점,5700
2024-12-20,크린지퍼백(18cm x 20cm),대형마트,3180
2024-12-20,크린지퍼백(18cm x 20cm),백화점,3672
2024-12-20,크린지퍼백(18cm x 20cm),기업형슈퍼,3503
2024-12-20,크린지퍼백(18cm x 20cm),편의점,2000
2024-12-20,옛날 자른당면(300g),대형마트,4780
2024-12-20,옛날 자른당면(300g),백화점,4326
2024-12-20,옛날 자른당면(300g),기업형슈퍼,5141
2024-12-20,백설 자른 햇당면(300g),대형마트,3480
2024-12-20,백설 자른 햇당면(300g),백화점,3353
2024-12-20,백설 자른 햇당면(300g),기업형슈퍼,3694
2024-12-20,국산콩두부 부침용(380g),대형마트,5480
2024-12-20,국산콩두부 부침용(380g),백화점,4750
2024-12-20,백설 찰밀가루(1kg),대형마트,2550
2024-12-20,백설 찰밀가루(1kg),백화점,2653
2024-12-20,백설 찰밀가루(1kg),기업형슈퍼,2782
2024-12-20,백설 찰밀가루(1kg),편의점,2500
2024-12-20,백설 5가지 재료 부침가루(1kg),대형마트,3630
2024-12-20,백설 5가지 재료 부침가루(1kg),백화점,4133
2024-12-20,백설 5가지 재료 부침가루(1kg),기업형슈퍼,4368
2024-12-20,롯데 목캔디 허브민트(217g),대형마트,4380
2024-12-20,롯데 목캔디 허브민트(217g),백화점,4950
2024-12-20,롯데 목캔디 허브민트(217g),기업형슈퍼,4031
2024-12-20,롯데 목캔디 허브민트(217g),편의점,5500
2024-12-20,포테토칩 오리지날(125g),대형마트,2530
2024-12-20,포테토칩 오리지날(125g),백화점,2920
2024-12-20,포테토칩 오리지날(125g),기업형슈퍼,2787
2024-12-20,포테토칩 오리지날(125g),편의점,3600
2024-12-20,해태 오예스(12개입),대형마트,5280
2024-12-20,해태 오예스(12개입),백화점,5904
2024-12-20,해태 오예스(12개입),기업형슈퍼,5070
2024-12-20,해태 오예스(12개입),편의점,6600
2024-12-20,롯데 ABC 초코(187g),대형마트,4380
2024-12-20,롯데 ABC 초코(187g),백화점,5025
2024-12-20,롯데 ABC 초코(187g),기업형슈퍼,4929
2024-12-20,롯데 ABC 초코(187g),편의점,4800
2024-12-20,롯데 빅가나 마일드(110g),대형마트,3360
2024-12-20,롯데 빅가나 마일드(110g),백화점,3740
2024-12-20,롯데 빅가나 마일드(110g),편의점,4200
2024-12-20,오뚜기 간편 미역국(5개입),대형마트,3280
2024-12-20,오뚜기 간편 미역국(5개입),백화점,3465
2024-12-20,오뚜기 간편 미역국(5개입),편의점,3500
2024-12-20,오뚜기 간편 북엇국(5개입),대형마트,3280
2024-12-20,오뚜기 간편 북엇국(5개입),백화점,3465
2024-12-20,오뚜기 간편 북엇국(5개입),편의점,3000
2024-12-20,햇반(6개입),대형마트,6780
2024-12-20,햇반(6개입),백화점,7804
2024-12-20,햇반(6개입),기업형슈퍼,7604
2024-12-20,햇반(6개입),편의점,10575
2024-12-20,햇반 소프트밀 소고기죽(280g),대형마트,3480
2024-12-20,햇반 소프트밀 소고기죽(280g),백화점,3115
2024-12-20,햇반 소프트밀 소고기죽(280g),편의점,4500
2024-12-20,햇반 소프트밀 전복죽(280g),백화점,3115
2024-12-20,햇반 소프트밀 전복죽(280g),편의점,4500
2024-12-20,대림 게맛살 큰잔치(300g),대형마트,2780
2024-12-20,대림 게맛살 큰잔치(300g),백화점,2080
2024-12-20,오뚜기 컵밥 제육덮밥(310g),대형마트,2980
2024-12-20,오뚜기 컵밥 제육덮밥(310g),백화점,3407
2024-12-20,오뚜기 컵밥 제육덮밥(310g),기업형슈퍼,3735
2024-12-20,오뚜기 컵밥 제육덮밥(310g),편의점,4800
2024-12-20,대림선어묵 부산어묵 마당놀이(300g),대형마트,2780
2024-12-20,대림선어묵 부산어묵 마당놀이(300g),기업형슈퍼,2443
2024-12-20,대림선어묵 부산어묵 마당놀이(300g),편의점,2300
2024-12-20,삼호 안심 부산어묵(400g),대형마트,4680
2024-12-20,삼호 안심 부산어묵(400g),백화점,3980
2024-12-20,삼호 안심 부산어묵(400g),기업형슈퍼,4507
2024-12-20,삼호 안심 부산어묵(400g),편의점,4300
2024-12-20,사조참치 살코기 안심따개(4캔),대형마트,8980
2024-12-20,사조참치 살코기 안심따개(4캔),기업형슈퍼,9044
2024-12-20,동원참치 라이트스탠다드(4캔),대형마트,9480
2024-12-20,동원참치 라이트스탠다드(4캔),백화점,9332
2024-12-20,동원참치 라이트스탠다드(4캔),기업형슈퍼,9865
2024-12-20,동원참치 라이트스탠다드(4캔),편의점,9487
2024-12-20,양조간장 501(500ml),대형마트,5380
2024-12-20,양조간장 501(500ml),백화점,6065
2024-12-20,양조간장 501(500ml),기업형슈퍼,6067
2024-12-20,양조간장 501(500ml),편의점,6400
2024-12-20,큐원 하얀설탕(1kg),대형마트,2350
2024-12-20,큐원 하얀설탕(1kg),백화점,1850
2024-12-20,큐원 하얀설탕(1kg),기업형슈퍼,2896
2024-12-20,백설 구운소금(500g),백화점,2740
2024-12-20,청정원 미원 맛소금(500g),대형마트,2750
2024-12-20,청정원 미원 맛소금(500g),백화점,2738
2024-12-20,청정원 미원 맛소금(500g),기업형슈퍼,3314
2024-12-20,백설 건강발효 사과식초(800ml),대형마트,4280
2024-12-20,백설 건강발효 사과식초(800ml),백화점,4330
2024-12-20,백설 건강발효 사과식초(800ml),기업형슈퍼,4334
2024-12-20,백설 건강발효 현미식초(800ml),백화점,4330
2024-12-20,청정원 진한 토마토 케찹(500g),대형마트,3080
2024-12-20,청정원 진한 토마토 케찹(500g),백화점,3070
2024-12-20,청정원 진한 토마토 케찹(500g),기업형슈퍼,3580
2024-12-20,국순당 생막걸리(750ml),백화점,1900
2024-12-20,국순당 생막걸리(750ml),기업형슈퍼,1804
2024-12-20,국순당 생막걸리(750ml),편의점,2200
2024-12-20,하이트 엑스트라 콜드(500ml),백화점,2372
2024-12-20,하이트 엑스트라 콜드(500ml),편의점,2800
2024-12-20,테라(500ml),백화점,2435
2024-12-20,테라(500ml),기업형슈퍼,2250
2024-12-20,테라(500ml),편의점,2800
2024-12-20,달콤한 베지밀 비(16팩),대형마트,15200
2024-12-20,달콤한 베지밀 비(16팩),백화점,13800
2024-12-20,달콤한 베지밀 비(16팩),기업형슈퍼,15200
2024-12-20,달콤한 베지밀 비(16팩),편의점,16000
2024-12-20,오로나민C(10개입),대형마트,10440
2024-12-20,오로나민C(10개입),백화점,11477
2024-12-20,오로나민C(10개입),편의점,14000
2024-12-20,델몬트 오렌지(1.5L),대형마트,4980
2024-12-20,델몬트 오렌지(1.5L),백화점,4545
2024-12-20,델몬트 오렌지(1.5L),기업형슈퍼,4337
2024-12-20,델몬트 오렌지(1.5L),편의점,4967
2024-12-20,미닛메이드 오렌지(1.5L),대형마트,3280
2024-12-20,미닛메이드 오렌지(1.5L),백화점,3320
2024-12-20,미닛메이드 오렌지(1.5L),기업형슈퍼,3931
2024-12-20,바리스타룰스 콜드브루 블랙(325ml),대형마트,2950
2024-12-20,바리스타룰스 콜드브루 블랙(325ml),백화점,3025
2024-12-20,바리스타룰스 콜드브루 블랙(325ml),편의점,3300
2024-12-20,아카페라 스위트아메리카노(240ml),대형마트,1000
2024-12-20,아카페라 스위트아메리카노(240ml),백화점,2200
2024-12-20,아카페라 스위트아메리카노(240ml),편의점,1800
2024-12-20,카누 마일드 로스트 아메리카노(30개입),대형마트,12150
2024-12-20,카누 마일드 로스트 아메리카노(30개입),백화점,14067
2024-12-20,프렌치카페 카페믹스(220개입),기업형슈퍼,33870
2024-12-20,맥심 모카골드 마일드(200개입),대형마트,28420
2024-12-20,맥심 모카골드 마일드(200개입),백화점,37297
2024-12-20,맥심 모카골드 마일드(200개입),기업형슈퍼,32185
2024-12-20,맥심 모카골드 마일드(200개입),편의점,34500
2024-12-20,칠성사이다 제로(1.5L),대형마트,2980
2024-12-20,칠성사이다 제로(1.5L),백화점,3270
2024-12-20,칠성사이다 제로(1.5L),기업형슈퍼,2374
2024-12-20,칠성사이다 제로(1.5L),편의점,3900
2024-12-20,이오(5개),대형마트,2480
2024-12-20,이오(5개),백화점,2490
2024-12-20,이오(5개),기업형슈퍼,2500
2024-12-20,이오(5개),편의점,2750
2024-12-20,떠먹는 불가리스 딸기(4개),대형마트,3780
2024-12-20,떠먹는 불가리스 딸기(4개),백화점,3630
2024-12-20,떠먹는 불가리스 딸기(4개),기업형슈퍼,3780
2024-12-20,바이오 플레인 요거트(4개),대형마트,3980
2024-12-20,바이오 플레인 요거트(4개),백화점,3948
2024-12-20,요플레 오리지널(4개),대형마트,3780
2024-12-20,요플레 오리지널(4개),백화점,3800
2024-12-20,요플레 오리지널(4개),기업형슈퍼,3780
2024-12-20,요플레 오리지널(4개),편의점,3200
2024-12-20,불가리스 사과(4개),대형마트,5980
2024-12-20,불가리스 사과(4개),백화점,6025
2024-12-20,불가리스 사과(4개),기업형슈퍼,6000
2024-12-20,불가리스 사과(4개),편의점,8000
2024-12-20,앱솔루트 명작 3단계(800g),백화점,29700
2024-12-20,더 건강한 그릴후랑크(600g),대형마트,7980
2024-12-20,더 건강한 그릴후랑크(600g),백화점,8315
2024-12-20,더 건강한 그릴후랑크(600g),기업형슈퍼,8163
2024-12-20,더 건강한 그릴후랑크(600g),편의점,9400
2024-12-20,의성마늘 빅그릴 비엔나(600g),대형마트,8980
2024-12-20,의성마늘 빅그릴 비엔나(600g),백화점,9480
2024-12-20,매일우유 오리지널(900ml),대형마트,2960
2024-12-20,매일우유 오리지널(900ml),백화점,3343
2024-12-20,매일우유 오리지널(900ml),기업형슈퍼,3174
2024-12-20,매일우유 오리지널(900ml),편의점,3200
2024-12-20,주부9단 프랑크소시지(900g),대형마트,8980
2024-12-20,덴마크 짜지않은 치즈 오리지널(14매),대형마트,4980
2024-12-20,덴마크 짜지않은 치즈 오리지널(14매),백화점,7425
2024-12-20,덴마크 짜지않은 치즈 오리지널(14매),기업형슈퍼,9992
2024-12-20,드빈치 뼈가튼튼 고칼슘치즈(15매),기업형슈퍼,9886
2024-12-20,스팸 클래식(200g),대형마트,5080
2024-12-20,스팸 클래식(200g),백화점,3639
2024-12-20,스팸 클래식(200g),기업형슈퍼,5120
2024-12-20,스팸 클래식(200g),편의점,6200
2024-12-20,의성마늘 한입슬라이스햄(60g),대형마트,1980
2024-12-20,의성마늘 한입슬라이스햄(60g),백화점,1965
2024-12-20,마미손 고무장갑 중(2세트),대형마트,4880
2024-12-20,피죤 섬유유연제 핑크로즈(2.1L),대형마트,3500
2024-12-20,피죤 섬유유연제 핑크로즈(2.1L),백화점,4083
2024-12-20,때가 쏙 비트 분말세제(6kg),대형마트,16900
2024-12-20,물먹는하마(3개입),백화점,4742
2024-12-20,물먹는하마(3개입),편의점,6000
2024-12-20,크린롤백(25cm x 35cm),대형마트,6052
2024-12-20,크린롤백(25cm x 35cm),백화점,6563
2024-12-20,크린롤백(25cm x 35cm),기업형슈퍼,6088
2024-12-20,손잡이 크린백(35cm x 45cm),대형마트,5480
2024-12-20,손잡이 크린백(35cm x 45cm),백화점,5600
2024-12-20,지퍼락 지퍼백 냉장 중형(20매),대형마트,3300
2024-12-20,지퍼락 지퍼백 냉장 중형(20매),백화점,3300
2024-12-20,지퍼락 지퍼백 냉장 중형(20매),기업형슈퍼,3480
2024-12-20,지퍼락 지퍼백 냉장 중형(20매),편의점,3300
2024-12-20,자연퐁 솔잎(490ml),대형마트,5500
2024-12-20,자연퐁 솔잎(490ml),백화점,5392
2024-12-20,자연퐁 솔잎(490ml),기업형슈퍼,4900
2024-12-20,자연퐁 솔잎(490ml),편의점,4600
2024-12-20,메소드 주방세제 핑크(532ml),백화점,7183
2024-12-20,무균무때 세정제 욕실용(900ml),백화점,5900
2024-12-20,무균무때 세정제 욕실용(900ml),기업형슈퍼,8022
2024-12-20,홈스타 락스와세제 후로랄파인(750ml),대형마트,5200
2024-12-20,홈스타 락스와세제 후로랄파인(750ml),백화점,3999
2024-12-20,홈스타 락스와세제 후로랄파인(750ml),기업형슈퍼,3812
2024-12-20,홈스타 락스와세제 후로랄파인(750ml),편의점,4500
2024-12-20,유한락스 욕실청소용(1800ml),대형마트,9900
2024-12-20,유한락스 욕실청소용(1800ml),백화점,6900
2024-12-20,크리넥스 안심 키친타월(6롤),대형마트,8600
2024-12-20,가그린 오리지널(750ml),대형마트,8700
2024-12-20,가그린 오리지널(750ml),백화점,8300
2024-12-20,가그린 오리지널(750ml),기업형슈퍼,6043
2024-12-20,리스테린 쿨민트(750ml),대형마트,9900
2024-12-20,리스테린 쿨민트(750ml),백화점,9645
2024-12-20,리스테린 쿨민트(750ml),기업형슈퍼,8932
2024-12-20,리스테린 쿨민트(750ml),편의점,12400
2024-12-20,닥터아토 트리플 히알루론 모이스춰 로션(310ml),대형마트,23900
2024-12-20,닥터아토 트리플 히알루론 모이스춰 로션(310ml),백화점,23900
2024-12-20,그린핑거 촉촉한자연보습 베이비로션(320ml),대형마트,25200
2024-12-20,그린핑거 촉촉한자연보습 베이비로션(320ml),백화점,19500
2024-12-20,프로쉴드 옐로우 면도날(4개),대형마트,33200
2024-12-20,프로쉴드 옐로우 면도날(4개),백화점,33200
2024-12-20,오가니스트 히말라야 핑크솔트 바디워시 리프레싱 민트향(865ml),대형마트,11175
2024-12-20,오가니스트 히말라야 핑크솔트 바디워시 리프레싱 민트향(865ml),백화점,7803
2024-12-20,오가니스트 히말라야 핑크솔트 바디워시 리프레싱 민트향(865ml),기업형슈퍼,9755
2024-12-20,도브 뷰티 너리싱 바디워시(1L),대형마트,13400
2024-12-20,도브 뷰티 너리싱 바디워시(1L),백화점,10800
2024-12-20,도브 뷰티 너리싱 바디워시(1L),기업형슈퍼,8704
2024-12-20,도브 센스티브 스킨 바디워시(1L),대형마트,13900
2024-12-20,도브 센스티브 스킨 바디워시(1L),백화점,11652
2024-12-20,도브 센스티브 스킨 바디워시(1L),기업형슈퍼,8704
2024-12-20,미쟝센 퍼펙트 오리지널 세럼 샴푸(680ml),대형마트,8900
2024-12-20,미쟝센 퍼펙트 오리지널 세럼 샴푸(680ml),백화점,12283
2024-12-20,미쟝센 퍼펙트 오리지널 세럼 샴푸(680ml),기업형슈퍼,9802
2024-12-20,미쟝센 퍼펙트 오리지널 세럼 샴푸(680ml),편의점,17000
2024-12-20,엘라스틴 모로칸 아르간 오일 집중영양 샴푸(680ml),대형마트,6950
2024-12-20,엘라스틴 모로칸 아르간 오일 집중영양 샴푸(680ml),백화점,7528
2024-12-20,엘라스틴 모로칸 아르간 오일 집중영양 샴푸(680ml),편의점,9900
2024-12-20,케라시스 데미지 클리닉 오리지널 샴푸(750ml),대형마트,6980
2024-12-20,케라시스 데미지 클리닉 오리지널 샴푸(750ml),백화점,6345
2024-12-20,케라시스 데미지 클리닉 오리지널 샴푸(750ml),기업형슈퍼,6319
2024-12-20,랩신 핸드워시 센서티브(250ml),대형마트,6900
2024-12-20,랩신 핸드워시 센서티브(250ml),백화점,4609
2024-12-20,랩신 핸드워시 센서티브(250ml),편의점,7900
2024-12-20,메디안 치석 치약 오리지널(3개),대형마트,11900
2024-12-20,메디안 치석 치약 오리지널(3개),백화점,7981
2024-12-20,메디안 치석 치약 오리지널(3개),기업형슈퍼,6428
2024-12-20,메디안 치석 치약 오리지널(3개),편의점,11000
2024-12-20,페리오 토탈7 칫솔 힘있는 미세모(4개),대형마트,12900
2024-12-20,페리오 토탈7 칫솔 힘있는 미세모(4개),백화점,8048
2024-12-20,페리오 토탈7 칫솔 힘있는 미세모(4개),기업형슈퍼,9662
2024-12-20,페리오 토탈7 칫솔 힘있는 미세모(4개),편의점,12900
2024-12-20,깨끗한나라 순수 시그니쳐 3겹(30롤),백화점,18900
2024-12-20,깨끗한나라 순수 시그니쳐 3겹(30롤),기업형슈퍼,18900
2024-12-20,동원 양반 쇠고기죽(287.5g),대형마트,3980
2024-12-20,동원 양반 쇠고기죽(287.5g),백화점,2597
2024-12-20,동원 양반 쇠고기죽(287.5g),기업형슈퍼,4231
2024-12-20,동원 양반 쇠고기죽(287.5g),편의점,4500
2024-12-20,동원 양반 전복죽(287.5g),대형마트,3980
2024-12-20,동원 양반 전복죽(287.5g),백화점,2943
2024-12-20,동원 양반 전복죽(287.5g),기업형슈퍼,3748
2024-12-20,동원 양반 전복죽(287.5g),편의점,4500
2024-12-20,동원 싱싱맛살 실속(500g),대형마트,3980
2024-12-20,동원 싱싱맛살 실속(500g),백화점,3990
2024-12-20,제주 위트 에일(500ml),대형마트,3000
2024-12-20,제주 위트 에일(500ml),백화점,3083
2024-12-20,제주 위트 에일(500ml),기업형슈퍼,2999
2024-12-20,제주 위트 에일(500ml),편의점,4300
2024-12-20,다우니 고농축 섬유유연제 프레시클린(2L),대형마트,19600
2024-12-20,페브리즈 상쾌한향(370ml),대형마트,7500
2024-12-20,페브리즈 상쾌한향(370ml),백화점,6880
2024-12-20,페브리즈 상쾌한향(370ml),기업형슈퍼,7249
2024-12-20,페브리즈 상쾌한향(370ml),편의점,11000
2024-12-20,페브리즈 상쾌한향(900ml),대형마트,14900
2024-12-20,페브리즈 상쾌한향(900ml),백화점,14304
2024-12-20,코디 키친타월(6롤),대형마트,5900
2024-12-20,코디 키친타월(6롤),백화점,7110
2024-12-20,청정원 오리엔탈 드레싱(325g),대형마트,3580
2024-12-20,청정원 오리엔탈 드레싱(325g),백화점,3533
2024-12-20,청정원 오리엔탈 드레싱(325g),기업형슈퍼,3787
2024-12-20,청정원 오리엔탈 드레싱(325g),편의점,4600
2024-12-20,청정원 발사믹 드레싱(325g),대형마트,3590
2024-12-20,청정원 발사믹 드레싱(325g),백화점,3518
2024-12-20,청정원 발사믹 드레싱(325g),기업형슈퍼,3649
2024-12-20,청정원 발사믹 드레싱(325g),편의점,4050
2024-12-20,마주앙 레드(750ml),편의점,15900
2024-12-20,진로 와인(500ml),대형마트,2250
2024-12-20,진로 와인(500ml),백화점,2500
2024-12-20,진로 와인(500ml),기업형슈퍼,2699
2024-12-20,진로 와인(500ml),편의점,2850
2024-12-20,크리넥스 KF94 와이드핏 마스크 대형,백화점,1050
2024-12-20,크리넥스 KF94 와이드핏 마스크 대형,편의점,1800
2024-12-20,밥이보약 DOG 튼튼한관절(2kg),대형마트,25800
2024-12-20,밥이보약 DOG 튼튼한관절(2kg),편의점,23220
2024-12-20,밥이보약 CAT 걱정없는 헤어볼(2kg),대형마트,27800
2024-12-20,밥이보약 CAT 걱정없는 헤어볼(2kg),편의점,25020
2024-12-20,탕종숙식빵(420g),대형마트,2880
2024-12-20,탕종숙식빵(420g),백화점,3200
2024-12-20,탕종숙식빵(420g),편의점,3300
2024-12-20,비타파워(20개입),대형마트,10836
2024-12-20,비타파워(20개입),백화점,11900
2024-12-20,비타파워(20개입),기업형슈퍼,7859
2024-12-20,비타파워(20개입),편의점,12700
2024-12-20,삼다수(2L*6개),백화점,7140
2024-12-20,삼다수(2L*6개),기업형슈퍼,6318
2024-12-20,삼다수(2L*6개),편의점,11700
2024-12-20,삼다수(500ml*20개),백화점,11593
2024-12-20,삼다수(500ml*20개),기업형슈퍼,10848
2024-12-20,삼다수(500ml*20개),편의점,22000
2024-12-20,칸타타 프리미엄 라떼(275ml),대형마트,2380
2024-12-20,칸타타 프리미엄 라떼(275ml),백화점,1955
2024-12-20,칸타타 프리미엄 라떼(275ml),기업형슈퍼,2432
2024-12-20,칸타타 프리미엄 라떼(275ml),편의점,2500
2024-12-20,머거본 알땅콩(135g),백화점,2700
2024-12-20,머거본 알땅콩(135g),편의점,4900
2024-12-20,비비고 왕교자(1.12kg),대형마트,10480
2024-12-20,오뚜기 진한 쇠고기미역국밥(314g),대형마트,2780
2024-12-20,오뚜기 진한 쇠고기미역국밥(314g),백화점,3465
2024-12-20,오뚜기 진한 쇠고기미역국밥(314g),기업형슈퍼,4019
2024-12-20,오뚜기 진한 쇠고기미역국밥(314g),편의점,4800
2024-12-20,햇반 컵반 철판제육덮밥(256g),대형마트,2490
2024-12-20,햇반 컵반 철판제육덮밥(256g),백화점,2620
2024-12-20,햇반 컵반 철판제육덮밥(256g),기업형슈퍼,4090
2024-12-20,햇반 컵반 철판제육덮밥(256g),편의점,4800
2024-12-20,해태 부라보콘 바닐라(160ml),대형마트,1200
2024-12-20,해태 부라보콘 바닐라(160ml),기업형슈퍼,1200
2024-12-20,해태 부라보콘 바닐라(160ml),편의점,2200
2024-12-20,진간장 금F3(860ml),대형마트,6550
2024-12-20,진간장 금F3(860ml),백화점,7281
2024-12-20,진간장 금F3(860ml),기업형슈퍼,7327
2024-12-20,진간장 금F3(860ml),편의점,4800
2024-12-20,복음자리 딸기잼(380g),대형마트,6980
2024-12-20,복음자리 딸기잼(380g),기업형슈퍼,6989
2024-12-20,복음자리 딸기잼(380g),편의점,7400
2024-12-20,파워에이드 마운틴블라스트(600ml),대형마트,1550
2024-12-20,파워에이드 마운틴블라스트(600ml),백화점,1940
2024-12-20,파워에이드 마운틴블라스트(600ml),기업형슈퍼,1887
2024-12-20,파워에이드 마운틴블라스트(600ml),편의점,2300
2024-12-20,남양유업 맛있는우유GT(900ml),대형마트,2970
2024-12-20,남양유업 맛있는우유GT(900ml),백화점,2980
2024-12-20,남양유업 맛있는우유GT(900ml),기업형슈퍼,3054
2024-12-20,남양유업 맛있는우유GT(900ml),편의점,3200
2024-12-20,파스퇴르우유 후레쉬(900ml),대형마트,4180
2024-12-20,파스퇴르우유 후레쉬(900ml),백화점,4051
2024-12-20,파스퇴르우유 후레쉬(900ml),기업형슈퍼,3988
2024-12-20,파스퇴르우유 후레쉬(900ml),편의점,2750
2024-12-20,스파크 분말세제(3kg),백화점,12700
2024-12-20,스파크 분말세제(3kg),편의점,11000
2024-12-20,크리넥스 KF-AD 라이트핏 쿨마스크 대형(15매),대형마트,8900
2024-12-20,크리넥스 KF-AD 라이트핏 쿨마스크 대형(15매),백화점,7970
2024-12-20,CJ 행복한콩 안심아삭 콩나물(380g),대형마트,1880
